,Close_x,High_x,Low_x,Open_x,Volume_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
cs_base_day_current_year,-0.448627,-0.448096,-0.454613,-0.454717,-0.046677,-0.0303795,0.0293696,0.0204075,-0.109095,0.153104,0.92282,-0.794646,-0.0189863,-0.0131749,0.0251444,-0.0310204,0.769735,,,,,,,,,0.0318646,-0.656599,0.0320374,,-0.01181,-0.676347,-0.655472,-0.656188,-0.0303795,,0.0256375,-0.0199107,,,0.0286243,0.0133005,0.00443084,-0.00445074,-0.0348944,0.0175637,0.0203176,-0.00213708,-0.00443084,0.00445074,0.031879,-0.0185934,0.0265564,-0.775036,-0.0256375,0.0199107,0.775036,0.775036,0.126816,0.173423,-0.0524583,-0.0501561,0.388623,-0.510389,0.92282,0.382101,-0.110567,0.968056,0.97745,0.712074,-0.794646,0.794646,0.110567,-0.968056,-0.934923,-0.692506,-0.0184033,-0.0530677,0.0524583,0.0501561,-0.426362,0.509479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0270018,-0.775036,-0.251596,-0.93166,0.00140692,,0.0183287,-0.775036,0.233586,1,-0.118384,,-0.0209087,0.775036,-0.0508471,-0.93166,-0.032944,,-0.0335951,-0.775036,0.000362855,-1,-0.152614,,0.0353096,-0.775036,-0.235434,0.93166,0.23072,,0.0235931,0.775036,0.404217,1,-0.103073,-0.439785
cs_base_day_current_month_minus,-0.119669,-0.125649,-0.114471,-0.122917,-0.111484,0.00922598,0.0035489,-0.0264534,0.00375824,0.166774,-0.153113,0.125345,-0.0743414,0.0215965,0.0088003,0.148931,-0.0748316,,,,,,,,,-0.0872543,0.0874004,-0.0515027,,-0.0109825,0.111406,0.0835297,0.0835156,0.00922598,,0.000708776,0.0223153,,,0.00415535,-0.0143294,-0.0161738,0.00461232,0.0434237,-0.0611115,-0.0243172,-0.0271365,0.0161738,-0.00461232,-0.018484,0.0769018,0.00114072,0.015065,-0.000708776,-0.0223153,-0.015065,-0.015065,0.141307,0.223819,-0.239899,0.396397,-0.391938,-0.00742363,-0.153113,-0.0549099,0.133702,-0.145031,-0.14365,-0.186372,0.125345,-0.125345,-0.133702,0.145031,0.105351,0.0945322,-0.108702,0.266487,0.239899,-0.396397,0.379281,-0.124332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.041261,0.015065,-0.140579,0.0662015,-0.639181,,0.0290397,0.015065,-0.138968,-0.118384,1,,-0.016012,-0.015065,-0.0398298,0.0662015,-0.736288,,0.0189751,0.015065,-0.116411,0.118384,-0.641625,,-0.0344331,0.015065,0.117335,-0.0662015,0.631889,,0.0422779,-0.015065,0.0179702,-0.118384,0.736053,-0.109586
cs_base_hour_minus_current_hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cs_base_hour_minus_current_day,-0.00339129,-0.00316489,-0.00820165,-0.00326573,-0.020437,-0.0224778,-0.0046478,-0.00214267,0.0297706,-0.0479673,-0.00445854,0.0255914,0.00869531,0.0155264,0.00765191,-0.0681368,-0.0185782,,,,,,,,,-0.0260028,0.015953,-0.0243068,,0.0358265,0.01007,0.0139986,0.0134805,-0.0224778,,0.0256538,0.00982,,,0.0332454,-0.417153,-0.01082,-0.0159046,0.217946,0.288359,-0.00264968,0.156627,0.01082,0.0159046,-0.165193,-0.256102,0.0264041,0.021034,-0.0256538,-0.00982,-0.021034,-0.021034,-0.0438547,-0.0934105,0.0386271,-0.00711503,0.0154107,0.0402385,-0.00445854,-0.0302411,-0.00528322,-0.0183247,-0.012565,2.45191e-07,0.0255914,-0.0255914,0.00528322,0.0183247,0.011333,0.0308235,0.00632842,0.00066582,-0.0386271,0.00711503,-0.00606946,-0.0285553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.670098,0.021034,-0.0400058,0.0222563,-0.0036499,,-0.695354,0.021034,0.0471476,-0.0209087,-0.016012,,1,-0.021034,-0.0592345,0.0222563,0.0161445,,0.325384,0.021034,-0.0348672,0.0209087,-0.00888551,,-0.873108,0.021034,0.0826609,-0.0222563,0.00102871,,-0.500045,-0.021034,0.00922909,-0.0209087,0.0175623,0.000145568
cs_base_hour_minus_current_hour_minus,-0.457089,-0.457363,-0.455565,-0.452473,-0.208085,-0.0342275,0.0447083,0.00716658,-0.15342,0.171041,0.658026,-0.297834,0.0800904,-0.0230263,0.0417665,-0.0434525,0.65515,,,,,,,,,-0.444449,-0.329307,-0.0304298,,0.0120328,-0.351315,-0.333867,-0.335925,-0.0342275,,0.0198776,-0.0277763,,,0.0423086,0.0265527,-0.0131471,-0.0109012,-0.0221617,-0.00453789,0.0071666,-0.00385891,0.0131471,0.0109012,0.0096229,0.00760373,0.0214565,-1,-0.0198776,0.0277763,1,1,0.17628,-0.130956,0.0245532,0.0657082,0.360664,-0.186312,0.658026,-0.0784233,0.542348,0.591836,0.698785,0.140363,-0.297834,0.297834,-0.542348,-0.591836,-0.873604,-0.22839,0.0820072,0.0233338,-0.0245532,-0.0657082,-0.244374,0.137826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0335635,-1,0.0120352,-0.951665,-0.0688271,,0.0159443,-1,0.0366058,0.775036,-0.015065,,-0.021034,1,0.180301,-0.951665,-0.0657606,,-0.0263659,-1,0.113378,-0.775036,-0.0416729,,0.0215206,-1,-0.331513,0.951665,0.105511,,0.02997,1,0.145169,0.775036,-0.00663007,-0.45981
cs_base_hour_minus_current_month,0.135217,0.119856,0.13532,0.120701,-0.127532,-0.0040069,0.083987,-0.0613486,0.00351534,-0.0200924,-0.0673092,0.225443,0.100127,0.00116287,0.0741762,-0.060384,-0.120527,,,,,,,,,-0.234491,0.198951,-0.0659199,,-0.0129601,0.204398,0.194263,0.193969,-0.0040069,,0.033185,-0.00792868,,,0.0759111,0.0754555,-0.0818067,0.00961059,-0.00230426,-0.0131768,-0.0641906,0.015285,0.0818067,-0.00961059,0.0183463,0.00830086,0.0354121,-0.180301,-0.033185,0.00792868,0.180301,0.180301,0.0192549,-0.433864,0.0435713,-0.103545,0.270587,0.314062,-0.0673092,-0.246501,0.351178,-0.1364,-0.0764281,-0.254864,0.225443,-0.225443,-0.351178,0.1364,-0.0422936,0.220583,0.102762,0.127849,-0.0435713,0.103545,-0.224292,-0.173593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1024,-0.180301,0.674013,-0.0789534,0.140013,,0.0613617,-0.180301,-0.673177,-0.0508471,-0.0398298,,-0.0592345,0.180301,1,-0.0789534,-0.0614808,,-0.098489,-0.180301,0.290511,0.0508471,0.280677,,0.0501961,-0.180301,-0.864396,0.0789534,0.0195781,,0.11329,0.180301,-0.505757,-0.0508471,-0.245872,0.142123
cs_base_hour_minus_current_year,0.480861,0.480761,0.482895,0.481168,0.142329,0.0344453,-0.0399805,-0.0140394,0.141236,-0.172757,-0.82687,0.557474,-0.0368211,0.0196429,-0.0362355,0.0400609,-0.750811,,,,,,,,,0.240056,0.508474,0.00192465,,-0.00117833,0.530727,0.510548,0.51208,0.0344453,,-0.0238898,0.0256478,,,-0.0382386,-0.0217315,0.00540559,0.00843105,0.0297023,-0.00592754,-0.0139957,0.00325745,-0.00540559,-0.00843105,-0.0210273,0.00466524,-0.0252443,0.951665,0.0238898,-0.0256478,-0.951665,-0.951665,-0.162993,-0.00899528,0.0113796,-0.0134021,-0.396256,0.355193,-0.82687,-0.140626,-0.258092,-0.8108,-0.876858,-0.426801,0.557474,-0.557474,0.258092,0.8108,0.956703,0.467902,-0.0382067,0.0123769,-0.0113796,0.0134021,0.347736,-0.326873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0324219,0.951665,0.115366,1,0.0388894,,-0.0180759,0.951665,-0.134579,-0.93166,0.0662015,,0.0222563,-0.951665,-0.0789534,1,0.0538223,,0.031488,0.951665,-0.0653649,0.93166,0.0981372,,-0.0295355,0.951665,0.305039,-1,-0.172805,,-0.0286989,-0.951665,-0.279933,-0.93166,0.0539099,0.478129
cs_base_hour_minus_current_month_minus,0.134632,0.148076,0.130749,0.14615,0.157607,-0.0138314,-0.028703,0.0383441,0.0168436,0.126066,-0.0423303,-0.0218985,0.0235553,0.0016981,-0.0292132,-0.221454,0.0890718,,,,,,,,,-0.00394078,0.0679238,0.0929672,,-0.0122928,0.0697129,0.0740634,0.0743167,-0.0138314,,0.00465733,0.0015807,,,-0.0257128,-0.0213001,0.0716705,0.0175412,-0.01694,0.0418004,0.0389299,0.00143625,-0.0716705,-0.0175412,-0.0107809,-0.056161,0.00542298,0.0657606,-0.00465733,-0.0015807,-0.0657606,-0.0657606,0.138897,0.0782339,0.0370012,-0.0473871,-0.0751557,-0.0971644,-0.0423303,0.0586416,-0.0596272,-0.0159299,-0.0352367,0.00560153,-0.0218985,0.0218985,0.0596272,0.0159299,0.0583391,-0.0333522,0.0664051,-0.335943,-0.0370012,0.0473871,0.117941,0.165616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051978,0.0657606,0.0455484,0.0538223,0.65064,,-0.0140977,0.0657606,0.141095,-0.032944,-0.736288,,0.0161445,-0.0657606,-0.0614808,0.0538223,1,,0.00982488,0.0657606,0.185521,0.032944,0.415724,,0.0201297,0.0657606,-0.0382422,-0.0538223,-0.899712,,-0.0521072,-0.0657606,-0.0800122,-0.032944,-0.473147,0.131738
cs_base_month_current_hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cs_base_month_current_day,0.00324757,0.000212013,0.00174972,0.000569004,-0.0191047,-0.00213823,-0.00357136,-0.060081,0.0113464,-0.0307648,-0.0270696,0.029957,-0.0133206,0.0118765,0.0768034,-0.00911663,0.00606192,,,,,,,,,-0.0232454,0.0254338,0.0302373,,0.0218329,0.0250973,0.0276242,0.0273132,-0.00213823,,0.0068904,0.0103707,,,0.0247619,-0.268375,-0.0153513,-0.00122516,-0.12348,-0.315796,-0.0221871,-0.316316,0.0153513,0.00122516,0.0969016,0.276275,0.00682135,0.0263659,-0.0068904,-0.0103707,-0.0263659,-0.0263659,-0.0282675,-0.0675792,-0.0111371,0.0433571,-0.0464365,0.0167973,-0.0270696,-0.0198856,0.00319793,-0.0323916,-0.0308219,-0.0208608,0.029957,-0.029957,-0.00319793,0.0323916,0.0287797,0.0285252,-0.0155571,-0.013695,0.0111371,-0.0433571,0.0584969,-0.00839849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.580095,0.0263659,-0.0768444,0.031488,-0.0431019,,-0.484126,0.0263659,0.0408311,-0.0335951,0.0189751,,0.325384,-0.0263659,-0.098489,0.031488,0.00982488,,1,0.0263659,-0.0212974,0.0335951,-0.0566261,,-0.494136,0.0263659,0.110161,-0.031488,-0.0104859,,-0.689908,-0.0263659,0.0190659,-0.0335951,0.0709544,0.0124866
cs_base_month_current_hour_minus,0.457089,0.457363,0.455565,0.452473,0.208085,0.0342275,-0.0447083,-0.00716658,0.15342,-0.171041,-0.658026,0.297834,-0.0800904,0.0230263,-0.0417665,0.0434525,-0.65515,,,,,,,,,0.444449,0.329307,0.0304298,,-0.0120328,0.351315,0.333867,0.335925,0.0342275,,-0.0198776,0.0277763,,,-0.0423086,-0.0265527,0.0131471,0.0109012,0.0221617,0.00453789,-0.0071666,0.00385891,-0.0131471,-0.0109012,-0.0096229,-0.00760373,-0.0214565,1,0.0198776,-0.0277763,-1,-1,-0.17628,0.130956,-0.0245532,-0.0657082,-0.360664,0.186312,-0.658026,0.0784233,-0.542348,-0.591836,-0.698785,-0.140363,0.297834,-0.297834,0.542348,0.591836,0.873604,0.22839,-0.0820072,-0.0233338,0.0245532,0.0657082,0.244374,-0.137826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0335635,1,-0.0120352,0.951665,0.0688271,,-0.0159443,1,-0.0366058,-0.775036,0.015065,,0.021034,-1,-0.180301,0.951665,0.0657606,,0.0263659,1,-0.113378,0.775036,0.0416729,,-0.0215206,1,0.331513,-0.951665,-0.105511,,-0.02997,-1,-0.145169,-0.775036,0.00663007,0.45981
cs_base_month_current_month,0.0145554,-0.00139899,0.023593,0.00134741,-0.0660321,0.00818196,-0.00100944,-0.00731606,-0.0128917,0.033735,-0.120034,-0.00464348,-0.368206,0.0252225,-0.0057076,-0.0889875,0.176395,,,,,,,,,0.111358,-0.135815,-0.00870253,,0.00846812,-0.163078,-0.137588,-0.137545,0.00818196,,0.0069318,0.0239278,,,-0.0081113,0.0686503,0.0423029,-0.000480759,-0.019695,-0.0332623,-0.00622629,-0.0117774,-0.0423029,0.000480759,0.0310586,0.0558281,0.00698835,-0.113378,-0.0069318,-0.0239278,0.113378,0.113378,0.053977,-0.223503,-0.309983,0.0723201,-0.127974,-0.310619,-0.120034,0.0912886,0.177837,-0.0445235,-0.0690325,-0.189294,-0.00464348,0.00464348,-0.177837,0.0445235,0.0312301,-0.0607536,-0.342324,-0.312964,0.309983,-0.0723201,0.20947,0.30542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0381733,-0.113378,0.544935,-0.0653649,0.101528,,0.0242952,-0.113378,-0.441031,0.000362855,-0.116411,,-0.0348672,0.113378,0.290511,-0.0653649,0.185521,,-0.0212974,-0.113378,1,-0.000362855,0.0519868,,0.0194326,-0.113378,-0.488342,0.0653649,-0.169601,,0.0404836,0.113378,-0.66476,0.000362855,-0.00258468,0.0213033
cs_base_month_current_year,0.448627,0.448096,0.454613,0.454717,0.046677,0.0303795,-0.0293696,-0.0204075,0.109095,-0.153104,-0.92282,0.794646,0.0189863,0.0131749,-0.0251444,0.0310204,-0.769735,,,,,,,,,-0.0318646,0.656599,-0.0320374,,0.01181,0.676347,0.655472,0.656188,0.0303795,,-0.0256375,0.0199107,,,-0.0286243,-0.0133005,-0.00443084,0.00445074,0.0348944,-0.0175637,-0.0203176,0.00213708,0.00443084,-0.00445074,-0.031879,0.0185934,-0.0265564,0.775036,0.0256375,-0.0199107,-0.775036,-0.775036,-0.126816,-0.173423,0.0524583,0.0501561,-0.388623,0.510389,-0.92282,-0.382101,0.110567,-0.968056,-0.97745,-0.712074,0.794646,-0.794646,-0.110567,0.968056,0.934923,0.692506,0.0184033,0.0530677,-0.0524583,-0.0501561,0.426362,-0.509479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0270018,0.775036,0.251596,0.93166,-0.00140692,,-0.0183287,0.775036,-0.233586,-1,0.118384,,0.0209087,-0.775036,0.0508471,0.93166,0.032944,,0.0335951,0.775036,-0.000362855,1,0.152614,,-0.0353096,0.775036,0.235434,-0.93166,-0.23072,,-0.0235931,-0.775036,-0.404217,-1,0.103073,0.439785
cs_base_month_current_month_minus,0.194499,0.195597,0.191381,0.193982,0.0370547,-0.0280904,0.027621,0.035662,0.0308914,-0.489035,-0.164642,0.170656,0.189444,-0.0372645,0.0211417,-0.126719,-0.28671,,,,,,,,,0.0142382,0.148759,-0.05029,,0.0210769,0.132807,0.145659,0.145651,-0.0280904,,0.0242375,-0.04585,,,0.0287782,-0.0162907,-0.0285589,-0.0522758,0.0211501,0.028982,0.0328411,0.0375213,0.0285589,0.0522758,-0.0365934,-0.0591319,0.0238916,0.0416729,-0.0242375,0.04585,-0.0416729,-0.0416729,-0.453963,-0.409084,0.521101,-0.1509,0.19391,0.389376,-0.164642,-0.105874,0.137363,-0.178136,-0.166946,-0.196616,0.170656,-0.170656,-0.137363,0.178136,0.123185,0.146626,0.213824,-0.300261,-0.521101,0.1509,-0.212988,-0.34883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0145085,0.0416729,0.214583,0.0981372,0.66612,,0.0365331,0.0416729,-0.189927,-0.152614,-0.641625,,-0.00888551,-0.0416729,0.280677,0.0981372,0.415724,,-0.0566261,0.0416729,0.0519868,0.152614,1,,0.0343104,0.0416729,-0.205288,-0.0981372,-0.510748,,0.027978,-0.0416729,-0.125562,-0.152614,-0.767332,0.181163
cs_base_year_current_hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cs_base_year_current_day,0.0053134,0.00440395,0.00688486,0.00405773,-0.011143,0.0320539,-0.0224728,0.0136488,-0.0307148,0.0499192,0.0238479,-0.0413934,-0.000830946,-0.0105442,-0.0499046,0.0350477,0.0268004,,,,,,,,,0.0249578,-0.0199362,0.0161785,,-0.035466,-0.0162069,-0.0185977,-0.0180942,0.0320539,,-0.0266491,-0.0047126,,,-0.0431523,0.278519,0.0144289,0.0070028,-0.325773,0.112955,-0.00114593,-0.00454338,-0.0144289,-0.0070028,0.27616,-0.0872431,-0.0272734,-0.0215206,0.0266491,0.0047126,0.0215206,0.0215206,0.0459004,0.0845709,-0.0175828,-0.0119472,0.0150795,-0.0390603,0.0238479,0.0371021,-0.013098,0.0365012,0.0305267,0.0244584,-0.0413934,0.0413934,0.013098,-0.0365012,-0.0240506,-0.0425519,0.00395078,-0.0116973,0.0175828,0.0119472,-0.0206946,0.0363528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.495596,-0.0215206,0.0314995,-0.0295355,0.0399106,,0.581005,-0.0215206,-0.0302675,0.0353096,-0.0344331,,-0.873108,0.0215206,0.0501961,-0.0295355,0.0201297,,-0.494136,-0.0215206,0.0194326,-0.0353096,0.0343104,,1,-0.0215206,-0.0753458,0.0295355,-0.0197343,,0.329612,0.0215206,0.00531428,0.0353096,-0.0590641,0.00673227
cs_base_year_current_hour_minus,0.457089,0.457363,0.455565,0.452473,0.208085,0.0342275,-0.0447083,-0.00716658,0.15342,-0.171041,-0.658026,0.297834,-0.0800904,0.0230263,-0.0417665,0.0434525,-0.65515,,,,,,,,,0.444449,0.329307,0.0304298,,-0.0120328,0.351315,0.333867,0.335925,0.0342275,,-0.0198776,0.0277763,,,-0.0423086,-0.0265527,0.0131471,0.0109012,0.0221617,0.00453789,-0.0071666,0.00385891,-0.0131471,-0.0109012,-0.0096229,-0.00760373,-0.0214565,1,0.0198776,-0.0277763,-1,-1,-0.17628,0.130956,-0.0245532,-0.0657082,-0.360664,0.186312,-0.658026,0.0784233,-0.542348,-0.591836,-0.698785,-0.140363,0.297834,-0.297834,0.542348,0.591836,0.873604,0.22839,-0.0820072,-0.0233338,0.0245532,0.0657082,0.244374,-0.137826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0335635,1,-0.0120352,0.951665,0.0688271,,-0.0159443,1,-0.0366058,-0.775036,0.015065,,0.021034,-1,-0.180301,0.951665,0.0657606,,0.0263659,1,-0.113378,0.775036,0.0416729,,-0.0215206,1,0.331513,-0.951665,-0.105511,,-0.02997,-1,-0.145169,-0.775036,0.00663007,0.45981
cs_base_year_current_month,0.0160711,0.0331762,0.0143598,0.0324223,0.142353,0.00724125,-0.0697268,0.0547792,0.0271787,-0.117639,-0.183411,0.0797138,0.135175,-0.00898049,-0.0568801,0.0433843,-0.142381,,,,,,,,,0.0712704,0.102591,0.0350118,,0.0177299,0.0851215,0.105611,0.105768,0.00724125,,-0.0280704,-0.00269285,,,-0.0599403,-0.0930392,0.0477274,-0.044697,0.0208625,0.0232665,0.0550734,0.00885404,-0.0477274,0.044697,-0.0359874,-0.0344885,-0.0310735,0.331513,0.0280704,0.00269285,-0.331513,-0.331513,-0.138619,0.260632,0.185851,0.233542,-0.354814,0.111315,-0.183411,0.026168,-0.208382,-0.168775,-0.201856,-0.00528504,0.0797138,-0.0797138,0.208382,0.168775,0.266872,0.0657036,0.12166,0.0410137,-0.185851,-0.233542,0.28157,-0.215171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.119005,0.331513,-0.494952,0.305039,-0.188864,,-0.0771566,0.331513,0.568995,-0.235434,0.117335,,0.0826609,-0.331513,-0.864396,0.305039,-0.0382422,,0.110161,0.331513,-0.488342,0.235434,-0.205288,,-0.0753458,0.331513,1,-0.305039,-0.0429697,,-0.125599,-0.331513,0.331113,-0.235434,0.259108,0.00565665
cs_base_year_current_year,-0.480861,-0.480761,-0.482895,-0.481168,-0.142329,-0.0344453,0.0399805,0.0140394,-0.141236,0.172757,0.82687,-0.557474,0.0368211,-0.0196429,0.0362355,-0.0400609,0.750811,,,,,,,,,-0.240056,-0.508474,-0.00192465,,0.00117833,-0.530727,-0.510548,-0.51208,-0.0344453,,0.0238898,-0.0256478,,,0.0382386,0.0217315,-0.00540559,-0.00843105,-0.0297023,0.00592754,0.0139957,-0.00325745,0.00540559,0.00843105,0.0210273,-0.00466524,0.0252443,-0.951665,-0.0238898,0.0256478,0.951665,0.951665,0.162993,0.00899528,-0.0113796,0.0134021,0.396256,-0.355193,0.82687,0.140626,0.258092,0.8108,0.876858,0.426801,-0.557474,0.557474,-0.258092,-0.8108,-0.956703,-0.467902,0.0382067,-0.0123769,0.0113796,-0.0134021,-0.347736,0.326873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0324219,-0.951665,-0.115366,-1,-0.0388894,,0.0180759,-0.951665,0.134579,0.93166,-0.0662015,,-0.0222563,0.951665,0.0789534,-1,-0.0538223,,-0.031488,-0.951665,0.0653649,-0.93166,-0.0981372,,0.0295355,-0.951665,-0.305039,1,0.172805,,0.0286989,0.951665,0.279933,0.93166,-0.0539099,-0.478129
