,Open_x,High_x,Low_x,Close_x,Volume_x,Dividends_x,Stock Splits_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus,target
cs_base_day_current_day,0.00682309,0.00363043,0.00548022,-0.00240113,0.0555845,,,-0.010924,0.00190431,0.0400035,0.0167059,0.0415148,0.00352078,-0.0250954,-0.0191061,-0.00459871,0.00502766,0.0183769,-0.00922016,,,,,,,,,0.0349224,-0.0150903,-0.0194006,,-0.0141258,-0.0132621,-0.016603,-0.0163367,-0.010924,,0.0139992,-0.0086833,,,-0.0234451,0.281604,0.0109208,0.00994015,0.327353,-0.143064,0.013743,0.167487,-0.0109208,-0.00994015,-0.298312,0.116748,0.0141351,0.0159443,-0.0139992,0.0086833,-0.0159443,-0.00360006,0.0410961,0.0661756,-0.0280492,0.00751958,-0.00827574,-0.02245,0.00352078,0.0302594,0.000708388,0.0170532,0.0110046,0.00204829,-0.0250954,0.0250954,-0.000708388,-0.0170532,-0.00847635,-0.030003,-0.0178637,-0.0171715,0.0280492,-0.00751958,-0.0132894,0.0224385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.486139,0.0159443,0.036579,-0.0180759,0.0468828,,1,-0.0159443,-0.0275099,0.0183287,0.00346143,,-0.695354,0.0159443,0.0614041,-0.0180759,0.00459929,,-0.484126,0.0159443,0.0246846,-0.0183287,0.0530019,,0.581005,-0.0159443,-0.0768083,0.0180759,-0.00758417,,0.663843,-0.0159443,0.000709098,0.0183287,-0.0497158,-0.004659
cs_base_day_current_hour_minus,0.452473,0.457363,0.455565,0.457089,0.208085,,,0.0163782,-0.0447083,-0.00716658,-0.173156,-0.15846,-0.658026,0.297834,-0.063966,-0.0324186,-0.0454139,0.0423774,-0.65515,,,,,,,,,0.444449,0.329307,0.0304298,,-0.0120328,0.351315,0.333867,0.335925,0.0163782,,-0.000311192,-0.0340012,,,-0.0423086,-0.0265527,0.0131471,0.0109012,0.0221617,0.00453789,-0.0071666,0.00385891,-0.0131471,-0.0109012,-0.0096229,-0.00760373,0.0014941,-1,0.000311192,0.0340012,1,0.963169,-0.162732,0.121127,-0.0240926,-0.0671784,-0.367935,0.187524,-0.658026,0.0784233,-0.542348,-0.591836,-0.698785,-0.140363,0.297834,-0.297834,0.542348,0.591836,0.873604,0.22839,-0.0638297,-0.0239149,0.0240926,0.0671784,0.250238,-0.1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0335635,-1,-0.0214362,0.951665,0.0718113,,-0.0159443,1,-0.0239083,-0.775036,0.003694,,0.021034,-1,-0.19236,0.951665,0.0828005,,0.0263659,-1,-0.118607,0.775036,0.0402299,,-0.0215206,1,0.3448,-0.951665,-0.122418,,-0.02997,1,-0.140099,-0.775036,0.00596775,0.45981
cs_base_day_current_month,-0.119327,-0.108859,-0.13449,-0.119171,0.162911,,,0.000994464,0.0038642,-0.0181434,0.0436617,0.0289943,0.255154,-0.270249,0.152809,-0.00667721,0.00156299,0.0605759,0.118145,,,,,,,,,0.105038,-0.177781,0.0324674,,0.00779238,-0.212526,-0.175792,-0.175817,0.000994464,,0.0414482,-0.021467,,,0.00694315,-0.0248292,0.00393104,0.00375843,0.0350679,0.00510463,-0.0178504,0.00534527,-0.00393104,-0.00375843,-0.0470489,0.000117769,0.0400922,0.0239083,-0.0414482,0.021467,-0.0239083,-0.0322576,0.0102438,0.328273,0.121359,-0.239643,0.279647,-0.154772,0.255154,0.171616,-0.258795,0.274883,0.254047,0.331862,-0.270249,0.270249,0.258795,-0.274883,-0.172777,-0.229451,0.13583,0.256584,-0.121359,0.239643,-0.318476,0.0478856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0679185,0.0239083,-0.428214,-0.122101,-0.181665,,-0.0275099,-0.0239083,1,0.222934,-0.133592,,0.0396196,0.0239083,-0.678438,-0.122101,0.145304,,0.0488009,0.0239083,-0.448931,-0.222934,-0.197635,,-0.0337721,-0.0239083,0.578722,0.122101,-0.106047,,-0.0562243,-0.0239083,0.62802,0.222934,0.134509,-0.114902
cs_base_day_current_year,-0.454717,-0.448096,-0.454613,-0.448627,-0.046677,,,-0.0087942,0.0293696,0.0204075,0.124659,0.152135,0.92282,-0.794646,-0.0294502,0.0271714,0.0330905,-0.0407457,0.769735,,,,,,,,,0.0318646,-0.656599,0.0320374,,-0.01181,-0.676347,-0.655472,-0.656188,-0.0087942,,-0.00902034,0.0310194,,,0.0286243,0.0133005,0.00443084,-0.00445074,-0.0348944,0.0175637,0.0203176,-0.00213708,-0.00443084,0.00445074,0.031879,-0.0185934,-0.0108474,0.775036,0.00902034,-0.0310194,-0.775036,-0.739033,0.125035,0.184937,-0.0614999,-0.0430399,0.390205,-0.509642,0.92282,0.382101,-0.110567,0.968056,0.97745,0.712074,-0.794646,0.794646,0.110567,-0.968056,-0.934923,-0.692506,-0.0312117,-0.0438793,0.0614999,0.0430399,-0.429172,0.506874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0270018,0.775036,-0.248349,-0.93166,-0.00600313,,0.0183287,-0.775036,0.222934,1,-0.102635,,-0.0209087,0.775036,-0.043796,-0.93166,-0.0512124,,-0.0335951,0.775036,-0.00103892,-1,-0.162013,,0.0353096,-0.775036,-0.241297,0.93166,0.247315,,0.0235931,-0.775036,0.403177,1,-0.0952854,-0.439785
cs_base_day_current_month_minus,-0.139056,-0.140415,-0.12347,-0.127884,-0.155581,,,0.00276429,0.0214237,-0.0502333,-0.0294971,0.162578,-0.137877,0.112692,-0.0675169,-0.0203705,0.0189648,0.18011,-0.0757024,,,,,,,,,-0.082815,0.0817492,-0.0380001,,-0.022845,0.108028,0.0789297,0.0790739,0.00276429,,-0.0313052,-0.0102484,,,0.0225485,-0.0149524,-0.0372796,-0.0144074,0.0197758,-0.0442009,-0.0459246,-0.0527682,0.0372796,0.0144074,0.00347176,0.074182,-0.0292945,-0.003694,0.0313052,0.0102484,0.003694,0.0042833,0.135981,0.223933,-0.228535,0.395381,-0.37854,-0.00373789,-0.137877,-0.0492113,0.130646,-0.129453,-0.127838,-0.173887,0.112692,-0.112692,-0.130646,0.129453,0.0905254,0.083807,-0.101901,0.265396,0.228535,-0.395381,0.360649,-0.127545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0243046,-0.003694,-0.142103,0.0520086,-0.644107,,0.00346143,0.003694,-0.133592,-0.102635,1,,0.00445657,-0.003694,-0.0303453,0.0520086,-0.734052,,0.0337353,-0.003694,-0.125137,0.102635,-0.641394,,-0.0471816,0.003694,0.10504,-0.0520086,0.635266,,0.0208706,0.003694,0.0274287,-0.102635,0.735902,-0.116581
cs_base_hour_minus_current_hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cs_base_hour_minus_current_day,-0.00326573,-0.00316489,-0.00820165,-0.00339129,-0.020437,,,-0.00693378,-0.0046478,-0.00214267,-0.0311935,-0.0469372,-0.00445854,0.0255914,0.0235159,-0.00109837,-0.0196232,-0.0694838,-0.0185782,,,,,,,,,-0.0260028,0.015953,-0.0243068,,0.0358265,0.01007,0.0139986,0.0134805,-0.00693378,,-0.0266347,0.00705227,,,0.0332454,-0.417153,-0.01082,-0.0159046,0.217946,0.288359,-0.00264968,0.156627,0.01082,0.0159046,-0.165193,-0.256102,-0.0279424,-0.021034,0.0266347,-0.00705227,0.021034,0.0122188,-0.0443512,-0.085692,0.0453652,0.0120986,-0.00191407,0.0500369,-0.00445854,-0.0302411,-0.00528322,-0.0183247,-0.012565,2.45191e-07,0.0255914,-0.0255914,0.00528322,0.0183247,0.011333,0.0308235,0.0205906,0.0146788,-0.0453652,-0.0120986,0.00392549,-0.0407315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.670098,-0.021034,-0.0352192,0.0222563,-0.0229553,,-0.695354,0.021034,0.0396196,-0.0209087,0.00445657,,1,-0.021034,-0.0592887,0.0222563,-0.00583559,,0.325384,-0.021034,-0.0385444,0.0209087,-0.0209739,,-0.873108,0.021034,0.0881054,-0.0222563,0.0113184,,-0.500045,0.021034,0.00191287,-0.0209087,0.0339104,0.000145568
cs_base_hour_minus_current_hour_minus,-0.452473,-0.457363,-0.455565,-0.457089,-0.208085,,,-0.0163782,0.0447083,0.00716658,0.173156,0.15846,0.658026,-0.297834,0.063966,0.0324186,0.0454139,-0.0423774,0.65515,,,,,,,,,-0.444449,-0.329307,-0.0304298,,0.0120328,-0.351315,-0.333867,-0.335925,-0.0163782,,0.000311192,0.0340012,,,0.0423086,0.0265527,-0.0131471,-0.0109012,-0.0221617,-0.00453789,0.0071666,-0.00385891,0.0131471,0.0109012,0.0096229,0.00760373,-0.0014941,1,-0.000311192,-0.0340012,-1,-0.963169,0.162732,-0.121127,0.0240926,0.0671784,0.367935,-0.187524,0.658026,-0.0784233,0.542348,0.591836,0.698785,0.140363,-0.297834,0.297834,-0.542348,-0.591836,-0.873604,-0.22839,0.0638297,0.0239149,-0.0240926,-0.0671784,-0.250238,0.1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0335635,1,0.0214362,-0.951665,-0.0718113,,0.0159443,-1,0.0239083,0.775036,-0.003694,,-0.021034,1,0.19236,-0.951665,-0.0828005,,-0.0263659,1,0.118607,-0.775036,-0.0402299,,0.0215206,-1,-0.3448,0.951665,0.122418,,0.02997,-1,0.140099,0.775036,-0.00596775,-0.45981
cs_base_hour_minus_current_month,0.128027,0.126078,0.135563,0.13557,-0.0868622,,,-0.02338,0.0666301,-0.0540325,0.0211614,-0.0262666,-0.0588409,0.227726,0.0973436,0.017467,0.0692478,-0.0546685,-0.112199,,,,,,,,,-0.248973,0.200446,-0.0889026,,-0.0208412,0.205066,0.193945,0.193705,-0.02338,,-0.0145901,0.0258747,,,0.0603294,0.0558451,-0.0622976,0.0279208,-0.00105443,-0.0164719,-0.0576171,0.0239655,0.0622976,-0.0279208,0.0227534,0.0105221,-0.0126207,0.19236,0.0145901,-0.0258747,-0.19236,-0.136732,0.0128542,-0.433876,0.0533848,-0.0961351,0.270317,0.317199,-0.0588409,-0.255493,0.360769,-0.13219,-0.0690354,-0.254603,0.227726,-0.227726,-0.360769,0.13219,-0.0534042,0.224915,0.0992041,0.125048,-0.0533848,0.0961351,-0.222181,-0.181825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0998287,0.19236,0.682411,-0.0893139,0.12967,,0.0614041,-0.19236,-0.678438,-0.043796,-0.0303453,,-0.0592887,0.19236,1,-0.0893139,-0.0768312,,-0.0992465,0.19236,0.299084,0.043796,0.282335,,0.0566093,-0.19236,-0.867174,0.0893139,0.0280154,,0.106177,-0.19236,-0.515624,-0.043796,-0.241046,0.142332
cs_base_hour_minus_current_year,0.481168,0.480761,0.482895,0.480861,0.142329,,,0.0136912,-0.0399805,-0.0140394,-0.160149,-0.165053,-0.82687,0.557474,-0.0224643,-0.031846,-0.0421948,0.0441696,-0.750811,,,,,,,,,0.240056,0.508474,0.00192465,,-0.00117833,0.530727,0.510548,0.51208,0.0136912,,0.00420532,-0.0346262,,,-0.0382386,-0.0217315,0.00540559,0.00843105,0.0297023,-0.00592754,-0.0139957,0.00325745,-0.00540559,-0.00843105,-0.0210273,0.00466524,0.00613132,-0.951665,-0.00420532,0.0346262,0.951665,0.912989,-0.154338,-0.020243,0.016039,-0.0177062,-0.401206,0.355526,-0.82687,-0.140626,-0.258092,-0.8108,-0.876858,-0.426801,0.557474,-0.557474,0.258092,0.8108,0.956703,0.467902,-0.0215298,0.00757681,-0.016039,0.0177062,0.352474,-0.324327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0324219,-0.951665,0.108382,1,0.0442068,,-0.0180759,0.951665,-0.122101,-0.93166,0.0520086,,0.0222563,-0.951665,-0.0893139,1,0.0724988,,0.031488,-0.951665,-0.0676898,0.93166,0.101876,,-0.0295355,0.951665,0.315529,-1,-0.190591,,-0.0286989,0.951665,-0.276512,-0.93166,0.0497438,0.478129
cs_base_hour_minus_current_month_minus,0.156652,0.158963,0.140947,0.144908,0.170717,,,-0.0147898,-0.0389562,0.0568183,-0.00685492,0.130634,-0.0609822,-0.0116764,0.0267772,-0.00225252,-0.0370303,-0.233842,0.0862172,,,,,,,,,-0.000228663,0.0724581,0.0914595,,0.00270429,0.0726835,0.0784966,0.0785773,-0.0147898,,0.00952279,-0.00577265,,,-0.0372936,-0.0121558,0.0837278,0.0268973,-0.00437995,0.0303941,0.0559149,0.0186633,-0.0837278,-0.0268973,-0.0244393,-0.0523923,0.00772097,-0.0828005,-0.00952279,0.00577265,0.0828005,0.0563056,0.144088,0.0818371,0.0296173,-0.0461164,-0.0920541,-0.0977696,-0.0609822,0.058541,-0.0621389,-0.0324715,-0.053786,-0.00598363,-0.0116764,0.0116764,0.0621389,0.0324715,0.078056,-0.0260566,0.0698881,-0.326381,-0.0296173,0.0461164,0.137388,0.167399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0323699,-0.0828005,0.0397402,0.0724988,0.651364,,0.00459929,0.0828005,0.145304,-0.0512124,-0.734052,,-0.00583559,-0.0828005,-0.0768312,0.0724988,1,,-0.00237986,-0.0828005,0.181132,0.0512124,0.405605,,0.0319999,0.0828005,-0.0160206,-0.0724988,-0.901299,,-0.0307607,0.0828005,-0.0822771,-0.0512124,-0.467309,0.140714
cs_base_month_current_hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cs_base_month_current_day,0.000569004,0.000212013,0.00174972,0.00324757,-0.0191047,,,0.00112252,-0.00357136,-0.060081,-0.0163466,-0.044386,-0.0270696,0.029957,-0.0118897,-0.00752609,-0.00101876,-0.044742,0.00606192,,,,,,,,,-0.0232454,0.0254338,0.0302373,,0.0218329,0.0250973,0.0276242,0.0273132,0.00112252,,-0.0117321,-0.00434231,,,0.0247619,-0.268375,-0.0153513,-0.00122516,-0.12348,-0.315796,-0.0221871,-0.316316,0.0153513,0.00122516,0.0969016,0.276275,-0.0119225,-0.0263659,0.0117321,0.00434231,0.0263659,0.0186381,-0.0447061,-0.0464066,0.0107031,0.0552243,-0.0497774,0.0244372,-0.0270696,-0.0198856,0.00319793,-0.0323916,-0.0308219,-0.0208608,0.029957,-0.029957,-0.00319793,0.0323916,0.0287797,0.0285252,-0.0156729,-0.00423834,-0.0107031,-0.0552243,0.0577507,-0.0233516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.580095,-0.0263659,-0.0748857,0.031488,-0.0530586,,-0.484126,0.0263659,0.0488009,-0.0335951,0.0337353,,0.325384,-0.0263659,-0.0992465,0.031488,-0.00237986,,1,-0.0263659,-0.0353138,0.0335951,-0.0666685,,-0.494136,0.0263659,0.117388,-0.031488,0.00286274,,-0.689908,0.0263659,0.0214396,-0.0335951,0.0795777,0.0124866
cs_base_month_current_hour_minus,-0.452473,-0.457363,-0.455565,-0.457089,-0.208085,,,-0.0163782,0.0447083,0.00716658,0.173156,0.15846,0.658026,-0.297834,0.063966,0.0324186,0.0454139,-0.0423774,0.65515,,,,,,,,,-0.444449,-0.329307,-0.0304298,,0.0120328,-0.351315,-0.333867,-0.335925,-0.0163782,,0.000311192,0.0340012,,,0.0423086,0.0265527,-0.0131471,-0.0109012,-0.0221617,-0.00453789,0.0071666,-0.00385891,0.0131471,0.0109012,0.0096229,0.00760373,-0.0014941,1,-0.000311192,-0.0340012,-1,-0.963169,0.162732,-0.121127,0.0240926,0.0671784,0.367935,-0.187524,0.658026,-0.0784233,0.542348,0.591836,0.698785,0.140363,-0.297834,0.297834,-0.542348,-0.591836,-0.873604,-0.22839,0.0638297,0.0239149,-0.0240926,-0.0671784,-0.250238,0.1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0335635,1,0.0214362,-0.951665,-0.0718113,,0.0159443,-1,0.0239083,0.775036,-0.003694,,-0.021034,1,0.19236,-0.951665,-0.0828005,,-0.0263659,1,0.118607,-0.775036,-0.0402299,,0.0215206,-1,-0.3448,0.951665,0.122418,,0.02997,-1,0.140099,0.775036,-0.00596775,-0.45981
cs_base_month_current_month,0.016383,0.0122635,0.03292,0.0236167,-0.0326642,,,-0.00626487,-0.0243278,0.00038,0.0269755,0.0360301,-0.119577,0.00390695,-0.378952,-0.0171913,-0.0259011,-0.0816255,0.184148,,,,,,,,,0.0958321,-0.126779,-0.0218284,,0.017183,-0.155852,-0.12955,-0.129656,-0.00626487,,0.00498909,-0.0185575,,,-0.0302232,0.0558559,0.0627498,0.00736801,-0.0133361,-0.0358426,1.53712e-05,0.00274374,-0.0627498,-0.00736801,0.0330567,0.0548475,0.00635953,0.118607,-0.00498909,0.0185575,-0.118607,-0.115682,0.0586242,-0.242405,-0.317021,0.0605112,-0.113942,-0.307486,-0.119577,0.0798025,0.187924,-0.0483862,-0.0699879,-0.194939,0.00390695,-0.00390695,-0.187924,0.0483862,0.0283041,-0.0511392,-0.353689,-0.316406,0.317021,-0.0605112,0.206554,0.308781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0421033,0.118607,0.55098,-0.0676898,0.112039,,0.0246846,-0.118607,-0.448931,-0.00103892,-0.125137,,-0.0385444,0.118607,0.299084,-0.0676898,0.181132,,-0.0353138,0.118607,1,0.00103892,0.0586397,,0.0305257,-0.118607,-0.494048,0.0676898,-0.160887,,0.0401273,-0.118607,-0.671082,-0.00103892,-0.0165594,0.0296807
cs_base_month_current_year,0.454717,0.448096,0.454613,0.448627,0.046677,,,0.0087942,-0.0293696,-0.0204075,-0.124659,-0.152135,-0.92282,0.794646,0.0294502,-0.0271714,-0.0330905,0.0407457,-0.769735,,,,,,,,,-0.0318646,0.656599,-0.0320374,,0.01181,0.676347,0.655472,0.656188,0.0087942,,0.00902034,-0.0310194,,,-0.0286243,-0.0133005,-0.00443084,0.00445074,0.0348944,-0.0175637,-0.0203176,0.00213708,0.00443084,-0.00445074,-0.031879,0.0185934,0.0108474,-0.775036,-0.00902034,0.0310194,0.775036,0.739033,-0.125035,-0.184937,0.0614999,0.0430399,-0.390205,0.509642,-0.92282,-0.382101,0.110567,-0.968056,-0.97745,-0.712074,0.794646,-0.794646,-0.110567,0.968056,0.934923,0.692506,0.0312117,0.0438793,-0.0614999,-0.0430399,0.429172,-0.506874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0270018,-0.775036,0.248349,0.93166,0.00600313,,-0.0183287,0.775036,-0.222934,-1,0.102635,,0.0209087,-0.775036,0.043796,0.93166,0.0512124,,0.0335951,-0.775036,0.00103892,1,0.162013,,-0.0353096,0.775036,0.241297,-0.93166,-0.247315,,-0.0235931,0.775036,-0.403177,-1,0.0952854,0.439785
cs_base_month_current_month_minus,0.213591,0.211544,0.201374,0.20163,0.0789152,,,-0.00657253,0.010979,0.0392626,0.0292149,-0.488165,-0.172554,0.186899,0.193704,0.0564259,0.0159531,-0.167176,-0.279943,,,,,,,,,-0.00508176,0.159451,-0.0527225,,0.0315018,0.142754,0.156147,0.15596,-0.00657253,,0.0389232,0.0460772,,,0.0119669,-0.0105146,-0.0188616,-0.0606307,0.0410788,0.00218144,0.0363877,0.0387859,0.0188616,0.0606307,-0.0538309,-0.0458772,0.0367959,-0.0402299,-0.0389232,-0.0460772,0.0402299,0.0855829,-0.451754,-0.422387,0.527893,-0.150908,0.19031,0.399445,-0.172554,-0.121459,0.152128,-0.190697,-0.176399,-0.210893,0.186899,-0.186899,-0.152128,0.190697,0.127291,0.162727,0.21802,-0.293639,-0.527893,0.150908,-0.204546,-0.354427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0268014,-0.0402299,0.230725,0.101876,0.66408,,0.0530019,0.0402299,-0.197635,-0.162013,-0.641394,,-0.0209739,-0.0402299,0.282335,0.101876,0.405605,,-0.0666685,-0.0402299,0.0586397,0.162013,1,,0.0411909,0.0402299,-0.198294,-0.101876,-0.505941,,0.0436124,0.0402299,-0.14539,-0.162013,-0.768008,0.187208
cs_base_year_current_hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cs_base_year_current_day,0.00405773,0.00440395,0.00688486,0.0053134,-0.011143,,,0.00549184,-0.0224728,0.0136488,0.0299981,0.0485349,0.0238479,-0.0413934,-0.0137351,-0.00466339,0.00684281,0.0853428,0.0268004,,,,,,,,,0.0249578,-0.0199362,0.0161785,,-0.035466,-0.0162069,-0.0185977,-0.0180942,0.00549184,,0.0244188,-0.011752,,,-0.0431523,0.278519,0.0144289,0.0070028,-0.325773,0.112955,-0.00114593,-0.00454338,-0.0144289,-0.0070028,0.27616,-0.0872431,0.0266425,0.0215206,-0.0244188,0.011752,-0.0215206,-0.014489,0.0460655,0.0774172,-0.0280522,-0.0287773,0.0299443,-0.0475706,0.0238479,0.0371021,-0.013098,0.0365012,0.0305267,0.0244584,-0.0413934,0.0413934,0.013098,-0.0365012,-0.0240506,-0.0425519,-0.00937956,-0.0193754,0.0280522,0.0287773,-0.0293296,0.0474404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.495596,0.0215206,0.0334778,-0.0295355,0.0479499,,0.581005,-0.0215206,-0.0337721,0.0353096,-0.0471816,,-0.873108,0.0215206,0.0566093,-0.0295355,0.0319999,,-0.494136,0.0215206,0.0305257,-0.0353096,0.0411909,,1,-0.0215206,-0.0879684,0.0295355,-0.025301,,0.329612,-0.0215206,0.00588356,0.0353096,-0.0648774,0.00673227
